model,resolved_model,reasoning,dialect,family,modality,difficulty,reasoning_subset,protocol,n,valid,correct,input_tokens,output_tokens,reasoning_tokens,cost_usd,latency_ms,accuracy,accuracy_ci_low,accuracy_ci_high,valid_rate
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,871,11195,11156,0.04263450,90413.47099999999,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,3,939,12851,12811,0.04889550,86141.234,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-jitter-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,467,6069,6053,0.0231090,42299.589,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-jitter-v1,embedding,text,2. medium,True,reduce-taught-v1,2,2,2,501,7362,7345,0.02798325,48756.554,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,871,6743,6717,0.02593950,59763.608,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,3,939,9251,9217,0.03539550,71443.731,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-plain-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,467,4851,4835,0.01854150,35809.89599999999,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,embedding.center-clause-plain-v1,embedding,text,2. medium,True,reduce-taught-v1,2,2,2,501,7695,7673,0.02923200,50918.174,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,751,5531,5505,0.02130450,54897.626000000004,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,815,6274,6252,0.02413875,57040.498999999996,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.jitter-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,386,4800,4783,0.0182895,36248.663,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.jitter-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,418,4880,4858,0.01861350,37256.201,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,777,11486,11459,0.04365525,82507.91,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,841,12754,12721,0.04845825,89130.777,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,401,7868,7856,0.02980575,49956.096000000005,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,433,7887,7865,0.029901,58616.148,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,765,5051,5030,0.01951500,53663.094999999994,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,829,5293,5266,0.02047050,53429.179000000004,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,397,4109,4099,0.01570650,34607.784,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.noisy-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,429,3157,3141,0.01216050,32639.476000000002,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,745,4514,4488,0.01748625,82815.95,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,809,7677,7644,0.02939550,63102.672999999995,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.reference-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,376,4528,4517,0.0172620,45174.012,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.reference-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,206,2191,2186,0.00837075,16820.91,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,782,7099,7069,0.02720775,68880.90900000001,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,854,9550,9516,0.03645300,72856.045,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,1,208,2862,2856,0.0108885,20340.357,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,226,3944,3933,0.0149595,26000.156,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,782,8169,8143,0.03122025,84939.047,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,854,8101,8067,0.03101925,67365.05900000001,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,1,208,3115,3104,0.01183725,21517.724000000002,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,226,2411,2406,0.00921075,17799.099,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,829,12325,12291,0.0468405,89999.34999999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,905,12589,12549,0.04788750,89375.046,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.java-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,229,3940,3929,0.01494675,24295.729000000003,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.java-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,248,1494,1488,0.0057885,13639.101,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,8265,8239,0.03159225,81785.06399999998,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,6766,6738,0.02602800,59931.005000000005,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,215,2576,2565,0.00982125,19618.962,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3032,3020,0.0115455,20145.415,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,798,13423,13389,0.05093475,96679.28499999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,7926,7905,0.03037800,77123.418,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,215,3933,3928,0.01491,24526.627,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3942,3930,0.014958,24867.432,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,8052,8020,0.03079350,66739.97,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,6427,6406,0.02475675,62077.651000000005,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.python-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,215,3934,3928,0.01491375,24690.895,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.python-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,234,2790,2785,0.010638,19936.622,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,860,12153,12127,0.04621875,88216.966,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,1,936,13140,13109,0.0499770,106129.689,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,243,3941,3930,0.014961,24773.459,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,262,3940,3928,0.0149715,22959.806,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,4554,4533,0.01767600,69541.728,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,6065,6038,0.02339925,57411.458999999995,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,215,2345,2334,0.008955,16565.922,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,2315,2303,0.00885675,17559.937,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,7399,7373,0.0283635,63980.313,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,4,895,7783,7762,0.0298575,66931.47,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,224,3938,3932,0.0149355,25041.601,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,242,3133,3128,0.01193025,23198.358,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-plain-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,5392,5371,0.02083725,52531.43000000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-plain-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,4,895,4702,4675,0.01830375,49953.219000000005,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-plain-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,224,3482,3477,0.0132255,25875.626,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,prose.containment-plain-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,242,3289,3283,0.01251525,21112.030000000002,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,3,813,12166,12136,0.04623225,88023.661,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,881,6740,6714,0.02593575,68359.12999999999,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,218,3133,3127,0.01191225,21744.445,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,1,235,1597,1586,0.006165,25056.073,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,4,802,4238,4217,0.01649400,54555.166,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,870,4667,4634,0.01815375,65689.631,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,219,1935,1929,0.0074205,15959.274000000001,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,1,236,1787,1781,0.00687825,13636.537,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,False,reduce-infer-v1,2,2,2,448,1284,1260,0.00515100,20709.47,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,False,reduce-taught-v1,2,2,2,480,957,943,0.00394875,19507.677000000003,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,4,888,1280,1248,0.00546600,35621.737,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,4,952,1932,1905,0.00795900,47673.84,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,False,reduce-infer-v1,2,2,2,434,956,938,0.00391050,18928.425000000003,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,False,reduce-taught-v1,2,2,2,466,1212,1199,0.0048945,20982.936999999998,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,4,864,1611,1591,0.00668925,39059.546,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,4,928,1551,1531,0.00651225,55355.239,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,False,reduce-infer-v1,2,2,2,439,2163,2139,0.00844050,24932.968999999997,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,False,reduce-taught-v1,2,2,1,473,1830,1807,0.00721725,23937.751000000004,0.5,0.09453120573423074,0.9054687942657693,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,871,3331,3293,0.01314450,56409.863,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,4,939,2822,2790,0.01128675,55521.897,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-infer-v1,2,2,2,439,1377,1364,0.00549300,20941.82,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-taught-v1,2,2,2,473,1176,1158,0.00476475,20977.114999999998,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,2,871,2247,2218,0.00907950,40246.78,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,4,939,1910,1878,0.00786675,37708.604,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.jitter-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,1,377,1099,1082,0.004404,21649.857,0.5,0.09453120573423074,0.9054687942657693,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.jitter-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,409,967,949,0.0039330,26766.449999999997,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,751,1877,1845,0.00760200,37947.801999999996,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,815,2419,2386,0.00968250,39839.95,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,390,2625,2607,0.01013625,30521.446,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,422,2893,2880,0.01116525,31917.627,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,777,3315,3283,0.01301400,46343.185999999994,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,841,4501,4472,0.01750950,51439.255,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,384,1168,1156,0.00466800,22237.381,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,416,1042,1030,0.00421950,31102.432999999997,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,765,1922,1896,0.00778125,57295.92599999999,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,829,1995,1968,0.00810300,42479.601,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.reference-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,373,959,941,0.003876,19610.655,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.reference-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,202,563,557,0.00226275,10132.021,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,745,1652,1620,0.00675375,68597.90400000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,809,1541,1509,0.00638550,37343.821,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,False,reduce-infer-v1,1,1,1,196,818,811,0.0032145,11459.804,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,214,681,675,0.00271425,9864.561,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,782,2476,2448,0.00987150,49892.773,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,854,2294,2265,0.00924300,46244.116,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-plain-v1,parens,text,1. easy,False,reduce-infer-v1,1,1,1,196,594,588,0.0023745,10309.152,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-plain-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,214,605,599,0.00242925,10254.712,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,782,2229,2197,0.00894525,40514.935000000005,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,854,1666,1640,0.00688800,42131.543,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.java-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,208,905,893,0.00354975,11441.725,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.java-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,227,573,566,0.002319,9975.74,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,829,1774,1742,0.00727425,49317.05,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,905,1765,1737,0.00729750,40934.023,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.lisp-v1,pattern,text,1. easy,False,reduce-infer-v1,1,1,1,200,402,395,0.0016575,8910.864,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.lisp-v1,pattern,text,1. easy,False,reduce-taught-v1,1,1,1,219,773,766,0.003063,11873.759,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,1971,1944,0.00798975,48424.811,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.6-flash,google/gemini-3.6-flash-20260721,low,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,874,1925,1905,0.00787425,50462.19300000001,1.0,0.5101091635454027,1.0,1.0
